queue_id,corpus_row,legal_name,purpose,predicted_sector,predicted_sector_name,top3,margin,stratum,true_sector,keywords_ground_truth,annotator_note
165,2878,midas Verwaltungs GmbH,"Beteiligung als persönlich haftende Gesellschafterin an und Übernahme der Geschäftsführung von Kommanditgesellschaften, deren Gegenstand Verwaltung eigenen und fremden Vermögens, Beteiligung an Investitionsgesellschaften sowie Vergabe von Darlehen,insbesondere an verbundene Unternehmen, sowie alle damit zusammenhängenden Geschäfte sind.",K,Financial and Insurance Activities,K|N|M,0.0498,representative,,,
166,3084,HS 78 Beteiligungsgesellschaft mbH,Verwaltung eigenen Vermögens,K,Financial and Insurance Activities,K|L|T,0.0482,representative,,,
167,3103,Herrmann Symbiose Verwaltung UG (haftungsbeschränkt),"Das Halten der Beteiligung sowie das Führen der Geschäfte der Herrmann Symbiose UG (haftungsbeschränkt) & Co. KG, welche die Verwaltung und Verpachtung von Immobilien und beweglichen Vermögens sowie die Beratung von Unternehmen zum Gegenstand hat.",K,Financial and Insurance Activities,K|L|N,0.0267,representative,,,
168,9944,GTM GmbH,"Errichtung, Verwaltung und Vermietung von Grundbesitz und sonstigem Vermögen. Ausgenommen sind erlaubnispflichtige Geschäfte nach dem KWG.",K,Financial and Insurance Activities,K|L|N,0.0212,representative,,,
169,4538,Statik Heide GmbH,Übernahme der persönlichen Haftung und Geschäftsführung der Dipl.-Ing. Bernd Petersen GmbH & Co. KG.,K,Financial and Insurance Activities,K|G|M,0.0148,representative,,,
170,1605,Threerun GmbH,"Der Erwerb, das Halten und Verwalten sowie die Veräußerung von Beteiligungen an anderen Unternehmen jeglicher Art, von Immobilien und von eigenem sonstigen Vermögen, die Erbringung von Dienstleistungen im Zusammenhang mit den vorgenannten Tätigkeiten sowie die Übernahme der persönlichen Haftung und/oder der Geschäftsführung bei Handelsgesellschaften.",K,Financial and Insurance Activities,K|L|G,0.0099,low_margin,,,
171,9455,G-E-K-O Verwaltung UG (haftungsbeschränkt),"Erwerb und Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Gesellschaften, insbesondere die Beteiligung als persönlich haftende, geschäftsführende Gesellschafterin an der G-E-K-O UG (haftungsbeschränkt) & Co. KG, sowie die Erbringung von Geschäftsführungsleistungen.",K,Financial and Insurance Activities,K|N|O,0.0089,low_margin,,,
172,2787,ProAktiva Verwaltungs-GmbH,"Datenerfassung und -verarbeitung, laufende Finanz- und Lohnbuchhaltung im Rahmen von § 6 Steuerberatergesetz, Betriebs- und Unternehmensberatung. Weiter die Beteiligung als Komplementärin an einer GmbH & Co. KG sowie Geschäftsführung und Vertretung in dieser Kommanditgesellschaft und Verwalten von Beteiligungen.",K,Financial and Insurance Activities,K|N|M,0.0087,low_margin,,,
173,4028,AIP Verwaltungsgesellschaft mbH,"Der Erwerb, das Halten und die Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Personengesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin an der AIP GmbH & Co. KG mit dem Sitz in Haldenwang.",K,Financial and Insurance Activities,K|N|G,0.0075,low_margin,,,
174,6087,GermanYachtBrokers Verwaltungs GmbH North,"Die Verwaltung eigenen Vermögens sowie die Beteiligung an anderen Unternehmen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Gesellschaften, insbesondere bei der GermanYachtBrokers GmbH & Co. KG North.",K,Financial and Insurance Activities,K|M|N,0.0068,low_margin,,,
175,5841,Das Team 300 Holding GmbH,Erwerb und Verwaltung eigenen Vermögens sowie Übernahme von Leitungsfunktionen als Dachgesellschaft im Rahmen eines Zusammenschlusses mehrerer selbständiger Unternehmen zur Wahrung gemeinsamer Interessen.,K,Financial and Insurance Activities,K|N|O,0.0046,low_margin,,,
176,4181,Faina Grundstücksverwaltungsgesellschaft mbH,"Die Anschaffung von beweglichen und unbeweglichen Anlagen, Errichtung von Immobilien durch Dritte, Finanzierung eigenen Anlagevermögens und langfristige Vermietung von Geschäftsbauten sowie von beweglichen und unbeweglichen Anlagen aller Art und die Durchführung aller für die Erreichung dieses Zwecks erforderlichen Geschäfte und Maßnahmen. Die Gesellschaft tätigt keine Geschäfte i.S. des § 34 c GewO.",K,Financial and Insurance Activities,K|L|T,0.0035,low_margin,,,
177,2986,Völpel Gesellschaft mit beschränkter Haftung,"Gegenstand von Amts wegen ergänzt, nun: Die Führung der Geschäfte - unter Übernahme der unbeschränkten Haftung - bei Unternehmen, die den An - und Verkauf und die Verwaltung von Grundstücken betreiben, insbesondere die Führung der Geschäfte der Kommanditgesellschaft unter der Firma Völpel GmbH & Co. KG Grundstücksgesellschaft (Amtsgericht Gießen, HRA 1359).",K,Financial and Insurance Activities,K|L|G,0.0027,low_margin,,,
178,7499,Bergson Real Estate Capital GmbH,"Gegenstand des Unternehmes ist die Beratung in- und ausländischer institutioneller und professioneller privater Inverstoren bei Immobilieninvestments in Deutschland, die Identifizierung von möglichen Investments, Analyse, Strukturierung und Durchführung der Transaktionen, Arrangierung und Fremdenkapitalfinanierung, Asset Management und andere Verwaltungstätigkeiten nach Ankauf sowie Exit-Beratung und Durchführung. Die Gesellschaft übt keine Genehmigungspflichtigen Geschäfte (z. B. Bankgeschäfte) aus.",K,Financial and Insurance Activities,K|L|M,0.0021,low_margin,,,
179,4926,HCM Immobilien GmbH,"Gegenstand des Unternehmens ist der Erwerb, die Vermittlung und Verwaltung von eigenen oder fremden Immobilien, grundstücksgleichen Rechten und Grundpfandrechten sowie die Vermittilung von Finanzierungen dafür soweit nicht erlaubnispflichtig. Die Gesellschaft kann gleichartige oder ähnliche Unternehmen gründen, erwerben, sich an solchen beteiligten oder Zweigniederlassungen errichten sowie alle Maßnahmen treffen und Geschäfte jeder Art betreiben, die geeignet sind, den Unternehmenszweck unmittelbar oder mittelbar zu fördern.",K,Financial and Insurance Activities,K|L|N,0.0002,low_margin,,,
180,1012,HVW-Servicepartner Unternehmergesellschaft (haftungsbeschränkt),"1. die Verwaltung von Immobilien, 2. der Ankauf und Verkauf von Grundstücken und grundstücksgleichen Rechten, 3. die Vermittlung des Abschlusses von Verträgen und der Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume und Wohnräume.",L,Real Estate Activities,L|K|T,0.2412,representative,,,
181,9091,Zollernstraße Projektentwicklungs- GmbH,"Gegenstand berichtigt in: Halten und Verwalten von Immobilien oder die Beteiligung an Gesellschaften, die Immobilien halten, insbesondere solchen, deren Zweck die Errichtung und Verpachtung von Wohn- und Gewerbeimmobilien, u. a. von Kindertagesstätten, Pflegeheimen, usw. im deutschsprachigen Raum beinhaltet.",L,Real Estate Activities,L|T|F,0.1576,representative,,,
182,4453,Heim Grundstücksverwaltung GmbH,"die Beteiligung als persönlich haftende Gesellschafterin an der Kommanditgesellschaft unter der Firma HEIM GRUND GmbH & Co. Kommanditgesellschaft in Hürth, die die Vermögens- und Immobilienverwaltung für eigene Rechnung sowie den Erwerb von und die Verfügung über Immobilien, und Vermögensgegenstände für diese Zwecke sowie weiterhin die Vorbereitung und Durchführung von Bauvorhaben als Bauherr im eigenen Namen für eigene und fremde Rechnung unter Verwendung von Vermögenswerten von Erwerbern, Mietern, Pächtern, sonstigen Nutzungsberechtigten, von Bewerbern um Erwerbs- oder Nutzungsrechte zum Gegenstand hat; die Geschäftsführung und Vertretung dieser Kommanditgesellschaft sowie Verwaltung eigenen Vermögens und die Verwaltung von eigenen und fremden Immobilien. Ferner übernimmt die Gesellschaft selbst die Vorbereitung und Durchführung von Bauvorhaben als Bauherr in eigenem Namen für eigene und fremde Rechnung unter Verwendung von Vermögenswerten von Erwerbern, Mietern, Pächtern, sonstigen Nutzungsberechtigten, von Bewerbern um Erwerbs- oder Nutzungsrechte.",L,Real Estate Activities,L|K|T,0.1387,representative,,,
183,8333,F.X. Erlacher Wirtschaftsberatung GmbH,"Wirtschaftsberatung, Anlagenberatung aller Art sowie An- und Verkauf und Vermittlung und Verwaltung von Immobilien",L,Real Estate Activities,L|K|M,0.1181,representative,,,
184,1805,Matthias Maier Tiefbau GmbH,"Durchführung von Hoch- und Tiefbauten aller Art, aller damit zusammenhängender Geschäfte sowie Erwerb von Grundstücken zum Zwecke der Bebauung und deren Weiterveräußerung",L,Real Estate Activities,L|F|G,0.1154,representative,,,
185,1914,Lainer Bau GmbH,"Die Tätigkeit als bauausführendes Unternehmen und die Übernahme von Bauaufträgen; ferner: die Vermittlung des Abschlusses bzw. der Nachweis der Gelegenheit zum Abschluß von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume, Wohnräume oder Darlehen; die Vorbereitung und Durchführung von Bauvorhaben als Bauherr in eigenem Namen für eigene oder fremde Rechnung unter Verwendung von Vermögenswerten von Erwerbern, Mietern, Pächtern, sonstigen Nutzungsberechtigten, von Bewerbern um Erwerbs- oder Nutzungsrechte; die wirtschaftliche Vorbereitung und Durchführung von Bauvorhaben als Baubetreuer in fremdem Namen und für fremde Rechnung. Gegenstand des Unternehmens ist weiter die Vornahme von Arbeiten und Durchführung von Maßnahmen auf dem Gebiet der Entsorgung, insbesondere: die Asbestentsorgung, die Entsorgung von Altlasten, die Entsorgung kontamierter Böden.",L,Real Estate Activities,L|F|T,0.0970,representative,,,
186,1585,Dressler Bautechnik GmbH,"Der An- und Verkauf von bebauten und unbebauten Grundstücken oder deren Anund Verpachtung, gleichermaßen der Erwerb und die Veräußerung von grundstücksgleichen Rechten. Es werden ferner Bauträger- und Vermittlungsgeschäfte nach § 34 c Abs. 1 der Gewerbeordnung getätigt.",L,Real Estate Activities,L|G|H,0.0888,representative,,,
187,9744,HE Beraten . Planen . Bauen . GmbH,"ist die Vorbereitung, Planung und Durchführung von Bauvorhaben im Bereich des Wohn- und Gewerbebaues, einschließlich der Bau und der Vertrieb von Häusern und Gebäuden und aller damit zusammenhängenden Tätigkeiten, als Bauherr in eigenem oder fremden Namen, für eigene oder fremde Rechnung, unter Verwendung von Vermögenswerten von Erwerbern, Mietern, Pächtern und sonstigen Nutzungsberechtigten sowie die wirtschaftliche Durchführung und Vorbereitung von Bauvorhaben als Baubetreuer in fremden Namen und für fremde Rechnung sowie der Erwerb, die Veräußerung, die Vermietung und die Verwaltung von Grundbesitz nebst Vermittlung von Immobilien aller Art sowie die Vermittlung und der Abschluß von damit zusammenhängenden Darlehen und Versicherungen.",L,Real Estate Activities,L|F|T,0.0736,representative,,,
188,7115,GTS construct GmbH,"Die Renovierung und der Innenausbau von Immobilien im Bereich aller Dienstleistungen, sofern diese keiner besonderen Genehmigung bedürfen.",L,Real Estate Activities,L|F|S,0.0718,representative,,,
189,9711,Herbert Heinrich Verwaltungsgesellschaft m. b. H.,"Der Erwerb, das Halten und Verwalten einschließlich der Veräußerung von Vermögensgegenständen aller Art, insbesondere von Unternehmensbeteiligungen und Immobilien.",L,Real Estate Activities,L|K|G,0.0688,representative,,,
190,5506,Jenth Bauen Wohnen MK UG (haftungsbeschränkt),Die Entwicklung und Realisierung von Projekten der Immobilien- und Baubranche.,L,Real Estate Activities,L|F|T,0.0639,representative,,,
191,5802,TRISSET Grundstücks- Vermietungsgesellschaft mbH,Vermietung und Verwaltung eigenen Grundbesitzes.,L,Real Estate Activities,L|T|O,0.0635,representative,,,
192,7406,Roland Wurschy Verwaltungs GmbH,"Erwerb und Verwaltung von Beteiligungen sowie Übernahme der persönlichen Haftung und der Geschäftsführung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin an der Roland Wurschy GmbH & Co. KG, die die Verwaltung, Vermietung und Verpachtung von eigenen und gepachteten (fremden) Immobilien zum Gegenstand hat.",L,Real Estate Activities,L|K|G,0.0584,representative,,,
193,7825,Schoeller Wohnen GmbH,"Erwerb von oder die Beteiligung jeder Art an Unternehmen oder Unternehmensbeteiligungen, und zwar auch als persönlich haftende Gesellschafterin, das Halten, die Verwaltung und die Verwertung von Unternehmen oder Unternehmensbeteiligungen, der Erwerb, die Verwaltung und Veräußerung von Grundeigentum bzw. Immobilien, die Verwaltung eigenen und fremden Vermögens.",L,Real Estate Activities,L|K|T,0.0193,low_margin,,,
194,6286,Schmalhorst Vermögensverwaltungs GmbH,"Die Verwaltung, Vermietung, Verpachtung von eigenen Gewerbegrundstücken, Gewerbegebäuden, Wohngrundstücken, Wohngebäuden und Wohnungen. In diesem Zusammenhang stehen der Erwerb, die Entwicklung und die Instandhaltung von Baugrundstücken, Gebäuden und Wohnungen.",L,Real Estate Activities,L|F|T,0.0183,low_margin,,,
195,4295,WVH Beteiligungs-GmbH,Gegenstand des Unternehmens ist die Beteiligung an gewerblichen Unternehmen sowie die Verwaltung eigenen Vermögens in Form von Immobilien und Unternehmensbeteiligungen.,L,Real Estate Activities,L|K|N,0.0163,low_margin,,,
196,9378,TIM Immobilien Management GmbH,"ist die Verwaltung von fremdem und eigenem Immobilienvermögen. Daneben können auch artverwandte Geschäfte, sowie alle sonstigen Geschäfte betrieben werden ,die geeignet sind, dem Zweck des Unternehmens zu dienen oder diesen zu fördern. Die Gesellschaft kann gleichartige oder ähnliche Unternehmen gründen oder erwerben, sich an solchen beteiligen, deren Verwaltung oder Vertretung übernehmen und Zweigniederlassungen errichten.",L,Real Estate Activities,L|K|S,0.0147,low_margin,,,
197,4503,Goldman Sachs Realty Management GmbH,"Erbringen von Beratungsdienstleistungen über alle wirtschaftlichen und technischen Aspekte der Immobilienanlage, Immobilienentwicklung und Immobilienfinanzierung sowie Entwicklung, Betreuung und Verwaltung von Immobilien sowie deren Vermarktung; alle mit dem Betrieb im Zusammenhang stehenden sonstigen Geschäfte.",L,Real Estate Activities,L|N|S,0.0122,low_margin,,,
198,7043,Hensel Projekt- und Grundstücksentwicklungsgesellschaft mbH,"Der Erwerb, die Projektierung bzw. Entwicklung sowie Bebauung und Verwertung durch Verwaltung, Vermietung, Verpachtung und Verkauf von Gebäuden und Grundstücken. Handwerkliche Arbeiten werden ausschließlich von Subunternehmern ausgeführt. Die Gesellschaft darf vermittelnde Tätigkeit, insbesondere im Bereich des Grundstückshandels und solche, die der Genehmigung nach § 34 c GewO bedarf, nicht ausüben.",L,Real Estate Activities,L|C|F,0.0116,low_margin,,,
199,2129,Fohdus Immobilien GmbH,"der Erwerb und die Verwaltung von eigenem Vermögen, insbesondere von Grundstücken und grundstücksgleichen Rechten. Die Gesellschaft kann sämtliche Geschäfte betreiben, die zur Erreichung dieses Zwecks geeignet erscheinen. Sie kann sich insbesondere auch an ähnlichen Unternehmen beteiligen oder solche erwerben.",L,Real Estate Activities,L|K|T,0.0114,low_margin,,,
200,7779,Zinzow Tischlerei GmbH,"Gegenstand des Unternehmens sind die Planung und Errichtung von Fachwerkhäusern und deren Veräußerung, darüber hinaus die Ausführung von Zimmereiarbeiten. Die Gesellschaft kann gleichartige oder ähnliche Unternehmungen erwerben, sich an solchen beteiligen und deren Vertretung übernehmen. Sie kann auch Zweigniederlassungen errichten.",L,Real Estate Activities,L|C|N,0.0113,low_margin,,,
201,9307,Raven Property Advisors GmbH,"An- und Verkauf von entwickelten und/oder unentwickelten Grundstücken sowie entsprechende Projektplanung und - entwicklung von Freizeitzentren, Hotel- und Wellnessanlagen.",L,Real Estate Activities,L|I|R,0.0087,low_margin,,,
202,4331,LHI Real Estate Management GmbH,"Vorbereiten und Durchführung von Bauvorhaben als Bauherr gemäß § 34 c) GewO im eigenen Namen für eigene oder fremde Rechnung und unter Verwendung von Vermögenswerten von Erwerbern, Mietern, Pächtern oder sonstigen Nutzungsberechtigen oder von Bewerbern um Erwerbs- oder Nutzungsrechte, ferner wirtschaftliche Vorbereitung und Durchführung von Bauvorhaben als Baubetreuer gemäß § 34 c) GewO in fremden Namen und auf fremde Rechnung, Beratung bei der Planung und die Steuerung der Durchführung von Bauvorhaben, Steuerung und Überwachung von Instandhaltungsmaßnahmen, ferner Facility Management (kaufmännische, strukturelle und technische Immmobilienverwaltung) sowie Bewertung von Immmobilien.",L,Real Estate Activities,L|F|T,0.0085,low_margin,,,
203,7600,Hubert Bahnbaugesellschaft mit beschränkter Haftung,"Erwerb und die Verwaltung von Beteiligungen sowie die Übernahme der Geschäftsführung und der persönlichen Haftung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin der Joseph Hubert Bauunternehmung GmbH & Co. KG mit Sitz in Nürnberg - nachfolgend auch ""Hauptgesellschaft"" genannt. Unternehmensgegenstand der Hauptgesellschaft ist die Errichtung von Hoch- und Tiefbauten jeder Art, insbesondere der Gleisbau sowie die Ausführung und Vermittlung aller sonstigen mit dem Baugewerbe zusammenhängenden Arbeiten.",L,Real Estate Activities,L|C|N,0.0078,low_margin,,,
204,3979,Tierheim am See gemeinnützige UG (haftungsbeschränkt),"Tierschutz vor Ort, insbesondere durch das Betreiben eines Tierheims.",L,Real Estate Activities,L|A|S,0.0076,low_margin,,,
205,4468,Andesco GmbH,Beratungstätigkeit auf dem Gebiet der Pharma/Diagnostica und Biotechnologie. Es handelt sich hierbei um eine Unternehmensberatung inklusive Vermittlung.,M,"Professional, Scientific and Technical Activities",M|N|J,0.2458,representative,,,
206,6848,Bitterfelder Consulting UG (haftungsbeschränkt),"Beratung, Konzeption und Realisierung von IT Projekten, Auswahl und Aufbau von IT Fachkräften, IT Management Beratung für den Mittelstand, Weiterbildung, Unternehmensberatung, Coaching, Supervision, Mediation, Assessment, Personalentwicklung, Beratung zur Existenzgründung.",M,"Professional, Scientific and Technical Activities",M|N|J,0.1480,representative,,,
207,1365,PacificScrum GmbH,"Beratung, Entwicklung, Ein- und Verkauf, Groß- und Einzelhandel mit Hard- und Software.",M,"Professional, Scientific and Technical Activities",M|J|N,0.1332,representative,,,
208,7554,montegalli GmbH,"Gegenstand des Unternehmens ist die Erbringung, Verwaltung und Abrechnung von wissenschaftlichen und sonstigen Beratertätigkeiten und die Versendung wissenschaftlichen Materials im weitesten Sinne sowie die Vermarktung und Verwaltung von Patenten. Die Gesellschaft ist befugt, alle Rechtsgeschäfte und Handlungen vorzunehmen, welche ihrem Zweck zu dienen geeignet sind, insbesondere auch, sich an anderen Unternehmen zu beteiligen. Sie ist zur Errichtung von Zweigniederlassungen im In- und Ausland befugt.",M,"Professional, Scientific and Technical Activities",M|C|N,0.0717,representative,,,
209,8984,Kirchhoff International GmbH,"Gegenstand des Unternehmens ist die Beteiligung an anderen Unternehmen, insbesondere die Beteiligung als persönlich haftende und vertretungsberechtigte Gesellschafterin an der Steppdeckenfabrik Kirchhoff GmbH & Co. KG mit dem Sitz in Münster. Die Gesellschaft kann auch andere Geschäfte betreiben. Sie kann im In- und Ausland weitere Unternehmen erwerben, veräußern, pachten oder verpachten, sie kann Zweigniederlassungen errichten und alle Geschäfte betreiben, die geeignet sind, den Zweck der Gesellschaft und ihre Unternehmen zu fördern.",M,"Professional, Scientific and Technical Activities",M|C|N,0.0623,representative,,,
210,4193,Wirtshaus Obermühlthal GmbH,"Beteiligung als persönlich haftende, geschäftsführende Gesellschafterin an der Firma ""Wirtshaus Obermühlthal GmbH & Co KG"" mit dem Sitz in Starnberg, die den Betrieb einer Gastwirtschaft zum Gegenstand hat.",M,"Professional, Scientific and Technical Activities",M|G|I,0.0427,representative,,,
211,1122,ICCA - Unternehmensberatungsgesellschaft mbH,"Unternehmensberatung, Projektentwicklung, Sanierungsberatung, Personenschutz, Objektschutz, Wachschutz, sowie alle nicht genehmigungspflichtigen Tätigkeiten, die der Unternehmensentwicklung förderlich sind.",M,"Professional, Scientific and Technical Activities",M|N|S,0.0417,representative,,,
212,279,Phoenix Sauna und Fitnessstudio Verwaltungs GmbH,"der Erwerb und die Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende Gesellschafterin an der Phoenix Sauna und Fitnessstudio GmbH & Co. KG mit Sitz in Köln.",M,"Professional, Scientific and Technical Activities",M|N|I,0.0291,representative,,,
213,4878,MAXconsulting GmbH,Gegenstand des Unternehmens ist die Untemehmensberatung.,M,"Professional, Scientific and Technical Activities",M|N|U,0.0218,representative,,,
214,65,Stagedecks GmbH,"Die Führung eines Onlineshops zum Vertrieb von Podesten, Bühnen und Traversen.",M,"Professional, Scientific and Technical Activities",M|G|J,0.0199,representative,,,
215,6572,ORGAPLUS UNTERNEHMENSBERATUNG G.m.b.H.,"Unternehmensberatung in Fragen der Organisation, der Finanzierung und Versicherung, sowie der Vertrieb von Waren aller Art.",M,"Professional, Scientific and Technical Activities",M|K|N,0.0082,low_margin,,,
216,1276,THG Grundbesitz Verwaltungsgesellschaft mbH,"die Beteiligung an der Hermann Lamparter GmbH & Co. KG, die Vewaltung dieser Beteiligung und die Geschäftsführung und Vertretung der Kommanditgesellschaft als Komplementär. Die Gesellschaft ist zu allen Geschäften und Maßnahmen berechtigt, die zur Erreichung des Gesellschäftszweckes notwendig oder nützliche erscheinen. Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art übernehmen, vertreten, sich an solchen Unternehmen beteiligen und ihre Geschäfte führen. Sie darf Zweigniederlassungen im In- und Ausland errichten.",M,"Professional, Scientific and Technical Activities",M|N|S,0.0082,low_margin,,,
217,6181,REZ UG (haftungsbeschränkt),Die Bereitstellung eines Online Branchenbuches sowie die Adressverwaltung,M,"Professional, Scientific and Technical Activities",M|J|N,0.0080,low_margin,,,
218,676,finception GmbH,Verkauf von Software sowie Dienst- und Beratungsleistungen.,M,"Professional, Scientific and Technical Activities",M|N|J,0.0077,low_margin,,,
219,1700,BM-Messtechnik GmbH,"Gegenstand des Unternehmens ist die Standsicherheitsprüfung, insbesondere von Lichtmasten. Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art übernehmen, sich an ihnen beteiligen und ihre Geschäfte führen. Sie ist zur Errichtung von Zweigniederlassungen befugt.",M,"Professional, Scientific and Technical Activities",M|N|C,0.0072,low_margin,,,
220,9657,Schumacher med Tech GmbH,"Entwicklung, Vertrieb und Service von bzw. für elektronische und elektromechanische Medizin- und Therapiegeräte.",M,"Professional, Scientific and Technical Activities",M|Q|J,0.0057,low_margin,,,
221,787,Hohendorf GmbH Ingenieurbüro,"Durchführung von Industrievertretungen aller Art, Projektleitung/Projektplanung, Produktentwicklung, technische Beratung hinsichtlich Produktionsverfahren, Konstruktionsunterstützung/Bauteilkonstru ktion in den Bereichen Maschinenbau, Apparatebau und Fahrzeugbau sowie Immobilienverwaltung, Immobilien- /Projektentwicklung, Hausverwaltung und An- und Verkauf von Immobilien.",M,"Professional, Scientific and Technical Activities",M|C|N,0.0045,low_margin,,,
222,5033,Spenglerei Stefan Schmid Verwaltungs GmbH,"Erwerb und Verwaltung von Beteiligungen sowie Geschäftsführung, Vertretung und Übernahme der persönlichen Haftung bei Handelsgesellschaften, insbesondere die Beteiligung als persönlich haftende und geschäftsführende Gesellschafterin an der Spenglerei Stefan Schmid GmbH & Co. KG.",M,"Professional, Scientific and Technical Activities",M|K|N,0.0037,low_margin,,,
223,1453,ADP Autonom Computer Beratungs GmbH Frei.,"Handel mit und die Vermittlung und Vermietung von EDV-Anlagen, -Zubehör und -Programmen, sowie die entsprechenden Wartungen und Durchführung von Schulungen, ferner Beratung bei der Auswahl, Installation und Implementierung von EDV-Anlagen und - Programmen.",M,"Professional, Scientific and Technical Activities",M|N|J,0.0014,low_margin,,,
224,6819,IMA KILIAN Verwaltungs GmbH,"Die Beteiligung als persönlich haftende Gesellschafterin an der IMA KILIAN GmbH & Co. KG in Köln, welche die Herstellung und den Vertrieb von Tablettiersystemen zum Gegenstand hat.",M,"Professional, Scientific and Technical Activities",M|C|N,0.0010,low_margin,,,
225,7414,Gesellschaft für maritimes Notfallmanagement mbH,"Die Koordinierung, Beratung und Schulung im Zusammenhang mit Such- und Rettungsmaßnahmen auf See sowie alle damit in Zusammenhang stehenden Geschäfte.",N,Administrative and Support Service Activities,N|S|U,0.0908,representative,,,
226,3759,Jülicher Consult GmbH,die Erbringung von Leistungen auf dem Gebiet der Unternehmensberatung sowie der Erwerb und die Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Handels- und Dienstleistungsgesellschaften.,N,Administrative and Support Service Activities,N|M|S,0.0888,representative,,,
227,7504,AVA Bau und Transport Beteiligungs GmbH,"Die Beteiligung an der sowie die Übernahme der Geschäftsführung als persönlich haftende Gesellschafterin der AVA Bau und Transport GmbH & Co. KG mit dem Sitz in Elmshorn, die Vornahme aller damit im Zusammenhang stehenden Geschäfte sowie die Förderung des Unternehmenszwecks der vorgenannten Kommanditgesellschaft innerhalb ihres Unternehmensgegenstandes",N,Administrative and Support Service Activities,N|M|O,0.0699,representative,,,
228,2929,teamZUKUNFT gGmbH,"Die Gesellschaft verfolgt ausschließlich und unmittelbar gemeinnützige Zwecke im Sinne des Abschnitts ""Steuerbegünstigte Zwecke"" der Abgabenordnung. Zweck der Körperschaft ist die Förderung der Jugendhilfe, der Erziehung und die Förderung der Hilfe für politisch, rassisch oder religiös Verfolgte und für Flüchtlinge. Der Satzungszweck wird verwirklicht durch den Gegenstand des Unternehmens, insbesondere durch die Durchführung von Maßnahmen der Kinder- und Jugendhilfe nach dem SGB VIII, Klassenfahrten, Ferienfreizeiten sowie die Betreuung unbegleiteter minderjähriger Flüchtlinge.",N,Administrative and Support Service Activities,N|S|O,0.0644,representative,,,
229,9286,Rotstein Marketing & Management UG (haftungsbeschränkt),"Die Planung, Gestaltung und Durchführung von Marketingmaßnahmen aller Art sowie die Erbringung damit im Zusammenhang stehender Beratungs- und Dienstleistungen, die Einbringung von Managementleistungen, die Verwaltung eigenen und fremden Vermögens im In- und Ausland.",N,Administrative and Support Service Activities,N|S|M,0.0513,representative,,,
230,5003,BMR Solar Solutions GmbH,"Gegenstand des Unternehmens ist die Projektentwicklung und Realisierung sowie der Vertrieb von Solar-Anlagen, sowie alle damit zusammenhängenden Nebenleistungen. Die Gesellschaft ist berechtigt, Zweigniederlassungen zu errichten und sich an anderen Unternehmen, insbesondere als persönlich haftende Gesellschafterin zu beteiligen.",N,Administrative and Support Service Activities,N|C|M,0.0383,representative,,,
231,4947,Ghoriani Pflegedienst Verwaltung GmbH,"Gegenstand des Unternehmens ist die Beteiligung an anderen Gesellschaften im eigenen Namen und auf eigene Rechnung, insbesondere auch die Übernahme der Stellung als persönlich haftende Gesellschafterin bei Kommanditgesellschaften.",N,Administrative and Support Service Activities,N|S|M,0.0365,representative,,,
232,1242,GO AHEAD FIRMENGRUENDUNG LIMITED,"Gründung, Verkauf und Betreuung von deutschen und ausländischen Kapital- und Personengesellschaften, insbesondere die Gründung von in England registrierten Limiteds, Erbringung sämtlicher Servicedienstleistungen rund um die Gründung, den Verkauf und die Betreuung von in- und ausländischen Gesellschaften. Erstellen von Software zur Unterstützung von Gesellschaftsgründungen.",N,Administrative and Support Service Activities,N|S|U,0.0351,representative,,,
233,7919,Centro VBV GmbH,"Übernahme und Ausübung der Geschäftsführung für andere Unternehmen; Unternehmensberatung (Durchführung von Vertriebsmaßnahmen, Projekt-planung, - steuerung sowie -verwaltung und Abrechnung).",N,Administrative and Support Service Activities,N|M|S,0.0251,representative,,,
234,7960,Zeitungs-Vertriebs-GmbH Grimma Wurzen,"die Hauszustellung von Presseerzeugnissen, Anzeigenblättern und Werbeprospekten, sowie die Verteilung von Werbematerialien, Warenproben und Direktvertrieb jeglicher Art. Gegenstand des Unternehmens sind darüber hinaus alle in diesem gewerblichen Zusammenhang stehenden Dienstleistungen und der Betrieb beliebiger Unternehmen der Publizistik. Gegenstand des Unternehmens ist zudem die Durchführung von Postdienstleistungen.",N,Administrative and Support Service Activities,N|S|G,0.0089,representative,,,
